 par_1      , par_2      , par_3      , par_4      , par_5      , par_6      , par_7      , par_8      , par_9      , par_10     , par_11     , par_12     , par_13     , par_14     , par_15     , par_16     , par_17     , par_18     , par_19     , par_20     , par_21     , par_22     , par_23     , par_24     , par_25     , par_26     , par_27     , par_28     , par_29     , par_30     , par_31     , par_32     , par_33     , par_34     , par_35     , par_36     , par_37     , par_38     , par_39     , par_40     , par_41     , par_42     , par_43     , par_44     , par_45     , par_46     , par_47     , par_48     , par_49     , par_50     , par_51     , par_52     , par_53     , par_54     , par_55     , par_56     , par_57     , par_58     , par_59     , par_60     , par_61     , par_62     , par_63     , par_64     , f_value    
 +0.0000e+00, +6.5571e-03, +2.4986e-01, +2.7633e-02, +0.0000e+00, +0.0000e+00, +1.0840e-01, +6.3463e-02, +0.0000e+00, +5.3735e-02, +1.1863e-03, +0.0000e+00, +2.9560e-01, +0.0000e+00, +0.0000e+00, +4.0427e-02, +0.0000e+00, +1.9068e-03, +2.1175e-01, +0.0000e+00, +8.4354e-02, +1.1266e+00, +2.9473e-01, +1.1033e-02, +0.0000e+00, +1.6046e-01, +3.5007e-01, +0.0000e+00, +0.0000e+00, +3.5310e+00, +1.2726e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.1810e-01, +2.3040e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +5.1026e-01, +5.4228e-01, +8.4680e-05, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.0931e+00, +1.1898e+00, +2.8140e-02, +0.0000e+00, +0.0000e+00, +4.8155e-01, +0.0000e+00, +4.2852e-01, +7.1488e-01, +1.5018e-01, +2.1009e-03, +1.0000e+06
 +0.0000e+00, +6.7229e-03, +2.6521e-01, +3.3576e-02, +0.0000e+00, +0.0000e+00, +1.3938e-01, +1.9153e-03, +0.0000e+00, +6.9778e-02, +4.2134e-03, +0.0000e+00, +3.7975e-01, +0.0000e+00, +0.0000e+00, +5.1023e-02, +0.0000e+00, +8.9398e-03, +2.6224e-01, +0.0000e+00, +1.5621e-01, +2.1230e-01, +3.8549e-01, +1.6578e-02, +0.0000e+00, +3.1785e-02, +4.7739e-01, +0.0000e+00, +0.0000e+00, +8.5718e-01, +1.7758e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.7327e+00, +5.9458e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +9.9682e-01, +1.5816e+00, +4.9993e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.7437e-01, +2.0027e-01, +5.4522e-02, +0.0000e+00, +0.0000e+00, +2.1083e-01, +0.0000e+00, +5.3917e-02, +1.5391e+00, +4.4371e-01, +1.4645e-02, +1.0000e+06
 +0.0000e+00, +6.8887e-03, +2.8056e-01, +3.9518e-02, +0.0000e+00, +0.0000e+00, +1.7037e-01, +7.4409e-03, +0.0000e+00, +8.5820e-02, +7.2404e-03, +0.0000e+00, +4.6391e-01, +0.0000e+00, +0.0000e+00, +6.1619e-02, +0.0000e+00, +1.5973e-02, +3.9360e-02, +0.0000e+00, +2.2807e-01, +4.5617e-01, +6.1810e-02, +2.2123e-02, +0.0000e+00, +7.3264e-02, +9.9168e-02, +0.0000e+00, +0.0000e+00, +1.8744e+00, +5.0307e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.0473e+00, +1.4845e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.3589e-01, +2.0067e-05, +9.9140e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +9.3971e-01, +9.9776e-01, +2.2561e-02, +0.0000e+00, +0.0000e+00, +4.5048e-01, +0.0000e+00, +4.0088e-01, +6.6876e-01, +1.4049e-01, +1.9653e-03, +1.0000e+06
 +0.0000e+00, +7.0545e-03, +2.9590e-01, +4.5461e-02, +0.0000e+00, +0.0000e+00, +2.0135e-01, +1.2966e-02, +0.0000e+00, +1.0186e-01, +1.0268e-02, +0.0000e+00, +5.4806e-01, +0.0000e+00, +0.0000e+00, +5.1421e-03, +0.0000e+00, +2.3006e-02, +8.9847e-02, +0.0000e+00, +2.9993e-01, +7.0004e-01, +1.5257e-01, +3.2777e-03, +0.0000e+00, +1.1474e-01, +2.2649e-01, +0.0000e+00, +0.0000e+00, +2.8916e+00, +1.0063e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.4088e-01, +2.3745e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +7.2245e-01, +1.0393e+00, +2.6335e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.2101e-01, +8.2123e-03, +4.8943e-02, +0.0000e+00, +0.0000e+00, +1.7976e-01, +0.0000e+00, +2.6270e-02, +1.4930e+00, +4.3402e-01, +1.4510e-02, +1.0000e+06
 +0.0000e+00, +7.2204e-03, +3.1125e-01, +5.1404e-02, +0.0000e+00, +0.0000e+00, +2.3234e-01, +1.8492e-02, +0.0000e+00, +1.1791e-01, +1.3295e-02, +0.0000e+00, +6.3221e-01, +0.0000e+00, +0.0000e+00, +1.5738e-02, +0.0000e+00, +3.0039e-02, +1.4033e-01, +0.0000e+00, +1.6102e-02, +9.4391e-01, +2.4333e-01, +8.8226e-03, +0.0000e+00, +1.5622e-01, +3.5382e-01, +0.0000e+00, +0.0000e+00, +2.1781e-01, +1.5094e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.7555e+00, +6.6509e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.2090e+00, +2.0787e+00, +7.5482e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +7.8635e-01, +8.0570e-01, +1.6981e-02, +0.0000e+00, +0.0000e+00, +4.1941e-01, +0.0000e+00, +3.7323e-01, +6.2264e-01, +1.3080e-01, +1.8298e-03, +1.0000e+06
 +0.0000e+00, +7.3862e-03, +3.2660e-01, +5.7347e-02, +0.0000e+00, +0.0000e+00, +2.6332e-01, +2.4018e-02, +0.0000e+00, +1.3395e-01, +1.6322e-02, +0.0000e+00, +7.0955e-02, +0.0000e+00, +0.0000e+00, +2.6334e-02, +0.0000e+00, +3.7072e-02, +1.9082e-01, +0.0000e+00, +8.7959e-02, +2.9566e-02, +3.3409e-01, +1.4368e-02, +0.0000e+00, +2.7547e-02, +4.8115e-01, +0.0000e+00, +0.0000e+00, +1.2350e+00, +2.3669e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.0701e+00, +1.5551e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.4808e-01, +4.9708e-01, +2.6772e-04, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +6.7644e-02, +1.6032e+00, +4.3363e-02, +0.0000e+00, +0.0000e+00, +1.4870e-01, +0.0000e+00, +7.2019e-01, +1.4469e+00, +4.2434e-01, +1.4374e-02, +1.0000e+06
 +0.0000e+00, +7.5520e-03, +3.4195e-01, +6.3289e-02, +0.0000e+00, +0.0000e+00, +2.9431e-01, +2.9543e-02, +0.0000e+00, +1.4999e-01, +1.9349e-02, +0.0000e+00, +1.5511e-01, +0.0000e+00, +0.0000e+00, +3.6930e-02, +0.0000e+00, +4.1176e-03, +2.4131e-01, +0.0000e+00, +1.5982e-01, +2.7344e-01, +1.0411e-02, +1.9913e-02, +0.0000e+00, +6.9026e-02, +1.0292e-01, +0.0000e+00, +0.0000e+00, +2.2522e+00, +7.3988e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.6366e-01, +2.4450e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +9.3464e-01, +1.5364e+00, +5.1824e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +6.3299e-01, +6.1365e-01, +1.1401e-02, +0.0000e+00, +0.0000e+00, +3.8835e-01, +0.0000e+00, +3.4558e-01, +5.7652e-01, +1.2111e-01, +1.6942e-03, +1.0000e+06
 +0.0000e+00, +7.7178e-03, +3.5730e-01, +6.9232e-02, +0.0000e+00, +0.0000e+00, +3.2529e-01, +3.5069e-02, +0.0000e+00, +8.5886e-03, +2.2376e-02, +0.0000e+00, +2.3926e-01, +0.0000e+00, +0.0000e+00, +4.7526e-02, +0.0000e+00, +1.1151e-02, +1.8434e-02, +0.0000e+00, +2.3167e-01, +5.1731e-01, +1.0117e-01, +1.0673e-03, +0.0000e+00, +1.1051e-01, +2.3025e-01, +0.0000e+00, +0.0000e+00, +3.2695e+00, +1.2431e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.7782e+00, +7.3560e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.7371e-01, +2.5757e+00, +1.0097e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1983e+00, +1.4111e+00, +3.7783e-02, +0.0000e+00, +0.0000e+00, +1.1763e-01, +0.0000e+00, +6.9254e-01, +1.4008e+00, +4.1465e-01, +1.4239e-02, +1.0000e+06
 +0.0000e+00, +8.5213e-05, +3.7264e-01, +7.5175e-02, +0.0000e+00, +0.0000e+00, +3.5627e-01, +4.0594e-02, +0.0000e+00, +2.4631e-02, +2.5403e-02, +0.0000e+00, +3.2341e-01, +0.0000e+00, +0.0000e+00, +5.8122e-02, +0.0000e+00, +1.8184e-02, +6.8922e-02, +0.0000e+00, +3.0353e-01, +7.6118e-01, +1.9193e-01, +6.6122e-03, +0.0000e+00, +1.5198e-01, +3.5758e-01, +0.0000e+00, +0.0000e+00, +5.9566e-01, +1.7462e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.0928e+00, +1.6256e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +6.6027e-01, +9.9415e-01, +2.8166e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.7962e-01, +4.2159e-01, +5.8217e-03, +0.0000e+00, +0.0000e+00, +3.5728e-01, +0.0000e+00, +3.1794e-01, +5.3040e-01, +1.1142e-01, +1.5587e-03, +1.0000e+06
 +0.0000e+00, +2.5104e-04, +3.8799e-01, +8.1118e-02, +0.0000e+00, +0.0000e+00, +3.8726e-01, +4.6120e-02, +0.0000e+00, +4.0674e-02, +1.2798e-03, +0.0000e+00, +4.0757e-01, +0.0000e+00, +0.0000e+00, +1.6448e-03, +0.0000e+00, +2.5217e-02, +1.1941e-01, +0.0000e+00, +1.9707e-02, +1.0050e+00, +2.8269e-01, +1.2157e-02, +0.0000e+00, +2.3309e-02, +4.8490e-01, +0.0000e+00, +0.0000e+00, +1.6129e+00, +4.7350e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.8644e-01, +2.5155e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.1468e+00, +2.0335e+00, +7.7312e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.0450e+00, +1.2191e+00, +3.2204e-02, +0.0000e+00, +0.0000e+00, +8.6561e-02, +0.0000e+00, +6.6490e-01, +1.3547e+00, +4.0496e-01, +1.4103e-02, +1.0000e+06
 +0.0000e+00, +4.3316e-03, +6.0908e-02, +2.3039e-02, +0.0000e+00, +0.0000e+00, +3.5495e-01, +1.4776e-02, +0.0000e+00, +5.1564e-02, +1.4227e-02, +0.0000e+00, +2.6220e-01, +0.0000e+00, +0.0000e+00, +2.4609e-03, +0.0000e+00, +2.7301e-02, +2.3548e-01, +0.0000e+00, +8.8973e-02, +9.1101e-01, +2.1113e-01, +1.7261e-02, +0.0000e+00, +1.5961e-01, +4.4370e-01, +0.0000e+00, +0.0000e+00, +3.0467e+00, +5.0588e-01, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.9287e-01, +1.2554e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.6540e-01, +1.0394e+00, +6.7604e-03, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +1.7062e-01, +1.0512e+00, +5.7181e-02, +0.0000e+00, +0.0000e+00, +2.2946e-01, +0.0000e+00, +5.1615e-01, +9.5613e-01, +2.3920e-01, +8.0828e-03, +1.0000e+06
 +0.0000e+00, +1.8810e-03, +1.2687e-01, +6.5418e-02, +0.0000e+00, +0.0000e+00, +1.9127e-01, +4.9664e-04, +0.0000e+00, +1.5640e-01, +2.2242e-03, +0.0000e+00, +4.4131e-01, +0.0000e+00, +0.0000e+00, +3.5517e-02, +0.0000e+00, +1.7753e-03, +2.6693e-01, +0.0000e+00, +1.9242e-01, +5.4206e-01, +3.7233e-01, +1.2845e-02, +0.0000e+00, +6.7286e-02, +3.3380e-01, +0.0000e+00, +0.0000e+00, +4.1557e-01, +1.6708e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +2.9807e+00, +1.3462e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +4.0735e-01, +2.4762e+00, +1.0691e-02, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +0.0000e+00, +3.5644e-01, +8.1654e-01, +1.1157e-03, +0.0000e+00, +0.0000e+00, +2.3556e-02, +0.0000e+00, +2.6762e-02, +7.1223e-02, +5.0866e-01, +2.2154e-02, +1.0000e+06
